pc,opcode
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
17,3
18,2
19,3
20,8
21,2
22,3
23,2
24,1
25,4
26,3
27,2
28,3
29,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,2
